movie_title,title_year,genres,gross
Captain Phillips,2013,Biography|Drama|Thriller,107100855
Date Night,2010,Comedy|Crime|Romance|Thriller,98711404
Casper,1995,Comedy|Family|Fantasy,100328194
The Equalizer,2014,Action|Crime|Thriller,101530738
Maid in Manhattan,2002,Comedy|Drama|Romance,93815117
Crimson Tide,1995,Action|Drama|Thriller|War,91400000
The Pursuit of Happyness,2006,Biography|Drama,162586036
Flightplan,2005,Drama|Mystery|Thriller,89706988
Disclosure,1994,Drama|Thriller,83000000
City of Angels,1998,Drama|Fantasy|Romance,78745923
Kill Bill: Vol. 1,2003,Action,70098138
Bowfinger,1999,Comedy,66365290
Kill Bill: Vol. 2,2004,Action|Crime|Drama|Thriller,66207920
Tango & Cash,1989,Action|Comedy|Crime|Thriller,63408614
Death Becomes Her,1992,Comedy|Fantasy|Horror,58422650
Shanghai Noon,2000,Action|Adventure|Comedy|Western,56932305
Executive Decision,1996,Action|Adventure|Thriller,68750000
Mr. Popper's Penguins,2011,Comedy|Family|Fantasy,68218041
The Forbidden Kingdom,2008,Action|Adventure|Fantasy,25040293
Free Birds,2013,Adventure|Animation|Comedy|Family,55747724
Alien 3,1992,Action|Horror|Sci-Fi,55473600
Evita,1996,Biography|Drama|History|Musical,49994804
Ronin,1998,Action|Adventure|Crime|Thriller,41609593
The Ghost and the Darkness,1996,Adventure|Drama|Horror|Thriller,38553833
Paddington,2014,Animation|Comedy|Family|Fantasy,76137505
The Watch,2012,Action|Comedy|Sci-Fi,34350553
The Hunted,2003,Action|Crime|Drama|Thriller,34238611
Instinct,1999,Drama|Thriller,34098563
Stuck on You,2003,Comedy,33828318
Semi-Pro,2008,Comedy|Sport,33472850
The Pirates! Band of Misfits,2012,Adventure|Animation|Comedy|Family,31051126
Changeling,2008,Crime|Drama|Mystery|Thriller,35707327
Chain Reaction,1996,Action|Drama|Sci-Fi|Thriller,20550712
The Fan,1996,Action|Drama|Sport|Thriller,18573791
The Phantom of the Opera,2004,Drama|Musical|Romance|Thriller,51225796
Elizabeth: The Golden Age,2007,Biography|Drama|History|War,16264475
Æon Flux,2005,Action|Sci-Fi,25857987
Gods and Generals,2003,Drama|History|War,12870569
Turbulence,1997,Action|Thriller,11466088
Imagine That,2009,Comedy|Drama|Family|Fantasy,16088610
Muppets Most Wanted,2014,Adventure|Comedy|Crime|Family|Musical,51178893
Thunderbirds,2004,Action|Adventure|Comedy|Family|Sci-Fi,6768055
Burlesque,2010,Drama|Music|Musical|Romance,39440655
A Very Long Engagement,2004,Drama|Mystery|Romance|War,6167817
Blade II,2002,Action|Horror|Sci-Fi|Thriller,81645152
Seven Pounds,2008,Drama|Romance,69951824
Bullet to the Head,2012,Action|Thriller,9483821
The Godfather: Part III,1990,Crime|Drama,66676062
Elizabethtown,2005,Comedy|Drama|Romance,26838389
"You, Me and Dupree",2006,Comedy|Romance,75604320
Superman II,1980,Action|Adventure|Romance|Sci-Fi,108200000
Gigli,2003,Comedy|Crime|Romance,5660084
All the King's Men,2006,Drama|Thriller,7221458
Shaft,2000,Action|Crime|Thriller,70327868
Anastasia,1997,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,58297830
Moulin Rouge!,2001,Drama|Musical|Romance,57386369
Domestic Disturbance,2001,Crime|Mystery|Thriller,45207112
Black Mass,2015,Biography|Crime|Drama,62563543
Flags of Our Fathers,2006,Drama|History|War,33574332
Law Abiding Citizen,2009,Crime|Drama|Thriller,73343413
Grindhouse,2007,Action|Horror|Thriller,25031037
Beloved,1998,Drama|History|Horror,22843047
Lucky You,2007,Drama|Romance|Sport,5755286
Catch Me If You Can,2002,Biography|Crime|Drama,164435221
Zero Dark Thirty,2012,Drama|History|Thriller,95720716
The Break-Up,2006,Comedy|Drama|Romance,118683135
Mamma Mia!,2008,Comedy|Family|Musical|Romance,143704210
Valentine's Day,2010,Comedy|Romance,110476776
The Dukes of Hazzard,2005,Action|Adventure|Comedy,80270227
The Thin Red Line,1998,Drama|War,36385763
The Change-Up,2011,Comedy|Fantasy,37035845
Man on the Moon,1999,Biography|Comedy|Drama,34580635
Casino,1995,Biography|Crime|Drama,42438300
From Paris with Love,2010,Action|Thriller,23324666
Bulletproof Monk,2003,Action|Comedy|Fantasy,23020488
"Me, Myself & Irene",2000,Comedy,90567722
Barnyard,2006,Animation|Comedy|Family,72601713
The Twilight Saga: New Moon,2009,Adventure|Drama|Fantasy|Romance,296623634
Shrek,2001,Adventure|Animation|Comedy|Family|Fantasy,267652016
The Adjustment Bureau,2011,Romance|Sci-Fi|Thriller,62453315
Robin Hood: Prince of Thieves,1991,Action|Adventure|Drama|Romance,165500000
Jerry Maguire,1996,Comedy|Drama|Romance|Sport,153620822
Ted,2012,Comedy|Fantasy,218628680
As Good as It Gets,1997,Comedy|Drama|Romance,147637474
Patch Adams,1998,Biography|Comedy|Drama|Romance,135014968
Anchorman 2: The Legend Continues,2013,Comedy,2175312
Mr. Deeds,2002,Comedy|Romance,126203320
Super 8,2011,Mystery|Sci-Fi|Thriller,126975169
Erin Brockovich,2000,Biography|Drama,125548685
How to Lose a Guy in 10 Days,2003,Comedy|Romance,105807520
22 Jump Street,2014,Action|Comedy|Crime,191616238
Interview with the Vampire: The Vampire Chronicles,1994,Drama|Fantasy|Horror,105264608
Yes Man,2008,Comedy|Romance,97680195
Central Intelligence,2016,Action|Comedy|Crime,126088877
Stepmom,1998,Comedy|Drama,91030827
Daddy's Home,2015,Comedy|Family,150315155
Into the Woods,2014,Adventure|Comedy|Drama|Fantasy|Musical,127997349
Inside Man,2006,Crime|Drama|Mystery|Thriller,88504640
Payback,1999,Action|Crime|Drama|Thriller,81517441
Congo,1995,Action|Adventure|Mystery|Sci-Fi,81022333
Knowing,2009,Drama|Mystery|Sci-Fi|Thriller,79948113
Failure to Launch,2006,Comedy|Romance,88658172
"Crazy, Stupid, Love.",2011,Comedy|Drama|Romance,84244877
Garfield,2004,Animation|Comedy|Family|Fantasy,75367693
Christmas with the Kranks,2004,Comedy|Family,73701902
Moneyball,2011,Biography|Drama|Sport,75605492
Outbreak,1995,Action|Drama|Thriller,67823573
Non-Stop,2014,Action|Mystery|Thriller,91439400
Race to Witch Mountain,2009,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,67128202
V for Vendetta,2005,Action|Drama|Thriller,70496802
Shanghai Knights,2003,Action|Adventure|Comedy,60470220
Curious George,2006,Adventure|Animation|Comedy|Family,58336565
Herbie Fully Loaded,2005,Adventure|Comedy|Family|Fantasy|Romance|Sport,66002004
Don't Say a Word,2001,Crime|Drama|Mystery|Thriller,54997476
Hansel & Gretel: Witch Hunters,2013,Action|Fantasy|Horror,55682070
Unfaithful,2002,Drama|Thriller,52752475
I Am Number Four,2011,Action|Adventure|Sci-Fi|Thriller,55092830
Syriana,2005,Drama|Thriller,50815288
13 Hours,2016,Action|Drama|Thriller|War,52822418
The Book of Life,2014,Adventure|Animation|Comedy|Family|Fantasy|Romance,50150619
Firewall,2006,Crime|Thriller,48745150
Absolute Power,1997,Action|Crime|Drama|Thriller,50007168
G.I. Jane,1997,Action|Drama|War,48154732
The Game,1997,Drama|Mystery|Thriller,48265581
Silent Hill,2006,Adventure|Horror|Mystery,46982632
The Replacements,2000,Comedy|Sport,44737059
American Reunion,2012,Comedy,56724080
The Negotiator,1998,Action|Crime|Drama|Mystery|Thriller,44484065
Into the Storm,2014,Action|Thriller,47553512
Beverly Hills Cop III,1994,Action|Comedy|Crime|Thriller,42610000
Gremlins 2: The New Batch,1990,Comedy|Fantasy|Horror,41482207
The Judge,2014,Crime|Drama,47105085
The Peacemaker,1997,Action|Thriller,41256277
Resident Evil: Apocalypse,2004,Action|Horror|Sci-Fi|Thriller,50740078
Bridget Jones: The Edge of Reason,2004,Comedy|Drama|Romance,40203020
Out of Time,2003,Crime|Drama|Romance|Thriller,40905277
On Deadly Ground,1994,Action|Adventure|Thriller,38590500
The Adventures of Sharkboy and Lavagirl 3-D,2005,Action|Adventure|Family|Fantasy,39177541
The Beach,2000,Adventure|Drama|Thriller,39778599
Raising Helen,2004,Comedy|Drama|Romance,37486138
Ninja Assassin,2009,Action|Crime|Thriller,38105077
For Love of the Game,1999,Drama|Romance|Sport,35168395
Striptease,1996,Comedy|Crime|Drama|Thriller,32800000
Marmaduke,2010,Comedy|Family,33643461
Hereafter,2010,Drama|Fantasy,32741596
Murder by Numbers,2002,Crime|Mystery|Thriller,31874869
Assassins,1995,Action|Crime|Thriller,30306268
Hannibal Rising,2007,Crime|Drama|Thriller,27667947
The Story of Us,1999,Comedy|Drama|Romance,27067160
The Host,2013,Action|Adventure|Romance|Sci-Fi|Thriller,26616999
Basic,2003,Action|Crime|Drama|Mystery|Thriller,26536120
Blood Work,2002,Action|Crime|Drama|Mystery|Thriller,26199517
The International,2009,Action|Crime|Drama|Mystery|Thriller,25450527
Escape from L.A.,1996,Action|Adventure|Sci-Fi|Thriller,25407250
The Iron Giant,1999,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,23159305
The Life Aquatic with Steve Zissou,2004,Adventure|Comedy|Drama,24006726
Free State of Jones,2016,Action|Biography|Drama|History|War,20389967
The Life of David Gale,2003,Crime|Drama|Thriller,19593740
Man of the House,2005,Action|Comedy,19118247
Run All Night,2015,Action|Crime|Drama|Thriller,26442251
Eastern Promises,2007,Crime|Mystery|Thriller,17114882
Into the Blue,2005,Action|Adventure|Crime|Thriller,18472363
The Messenger: The Story of Joan of Arc,1999,Adventure|Biography|Drama|History|War,14131298
Your Highness,2011,Adventure|Comedy|Fantasy,21557240
Dream House,2011,Drama|Mystery|Thriller,21283440
Mad City,1997,Crime|Drama|Thriller,10556196
Baby's Day Out,1994,Adventure|Comedy|Crime|Drama|Family,16671505
The Scarlet Letter,1995,Drama|Romance,10400000
Fair Game,2010,Biography|Drama|Thriller,9528092
Domino,2005,Action|Biography|Crime|Drama|Thriller,10137232
Jade,1995,Crime|Drama|Thriller,9795017
Gamer,2009,Action|Sci-Fi|Thriller,20488579
Beautiful Creatures,2013,Drama|Fantasy|Romance,19445217
Death to Smoochy,2002,Comedy|Crime|Drama|Thriller,8355815
Zoolander 2,2016,Comedy,28837115
The Big Bounce,2004,Comedy|Crime,6471394
What Planet Are You From?,2000,Comedy|Sci-Fi,6291602
Drive Angry,2011,Action|Fantasy|Thriller,10706786
Street Fighter: The Legend of Chun-Li,2009,Action|Crime|Drama|Mystery|Thriller,8742261
The One,2001,Action|Sci-Fi|Thriller,43905746
The Adventures of Ford Fairlane,1990,Action|Adventure|Comedy|Crime|Music|Mystery,21413502
Traffic,2000,Crime|Drama|Thriller,124107476
Indiana Jones and the Last Crusade,1989,Action|Adventure|Fantasy,197171806
Chappie,2015,Action|Crime|Drama|Sci-Fi|Thriller,31569268
The Bone Collector,1999,Crime|Drama|Mystery|Thriller,66488090
Panic Room,2002,Crime|Drama|Thriller,95308367
Three Kings,1999,Action|Adventure|Comedy|Drama|War,60652036
Child 44,2015,Crime|Drama|Thriller,1206135
Rat Race,2001,Adventure|Comedy,56607223
K-PAX,2001,Drama|Mystery|Sci-Fi,50173190
Kate & Leopold,2001,Comedy|Fantasy|Romance,47095453
Bedazzled,2000,Comedy|Fantasy|Romance,37879996
The Cotton Club,1984,Crime|Drama|Music,25900000
3:10 to Yuma,2007,Adventure|Crime|Drama|Western,53574088
Taken 3,2014,Action|Thriller,89253340
Out of Sight,1998,Crime|Drama|Romance|Thriller,37339525
The Cable Guy,1996,Comedy|Drama|Thriller,60154431
Dick Tracy,1990,Action|Comedy|Crime|Music|Romance|Thriller,103738726
The Thomas Crown Affair,1999,Crime|Romance|Thriller,69304264
Riding in Cars with Boys,2001,Biography|Comedy|Drama,29781453
Happily N'Ever After,2006,Adventure|Animation|Comedy|Family|Fantasy,15519841
Mary Reilly,1996,Drama|Horror|Romance|Thriller,5600000
My Best Friend's Wedding,1997,Comedy|Romance,126805112
America's Sweethearts,2001,Comedy|Romance,93607673
Insomnia,2002,Drama|Mystery|Thriller,67263182
Star Trek: First Contact,1996,Action|Adventure|Drama|Sci-Fi|Thriller,92001027
Jonah Hex,2010,Action|Drama|Fantasy|Thriller|Western,10539414
Courage Under Fire,1996,Action|Drama|Mystery|Thriller|War,58918501
Liar Liar,1997,Comedy|Fantasy|Romance,181395380
The Flintstones,1994,Comedy|Family|Fantasy,130512915
Taken 2,2012,Action|Crime|Thriller,139852971
Scary Movie 3,2003,Comedy,110000082
Miss Congeniality,2000,Action|Comedy|Crime|Romance,106807667
Journey to the Center of the Earth,2008,Action|Adventure|Family|Fantasy|Sci-Fi,101702060
The Princess Diaries 2: Royal Engagement,2004,Comedy|Family|Romance,95149435
The Pelican Brief,1993,Crime|Drama|Mystery|Thriller,100768056
The Client,1994,Crime|Drama|Mystery|Thriller,92115211
The Bucket List,2007,Adventure|Comedy|Drama,93452056
Patriot Games,1992,Action|Thriller,83287363
Monster-in-Law,2005,Comedy|Romance,82931301
Prisoners,2013,Crime|Drama|Mystery|Thriller,60962878
Training Day,2001,Crime|Drama|Thriller,76261036
Galaxy Quest,1999,Adventure|Comedy|Sci-Fi,71423726
Scary Movie 2,2001,Comedy,71277420
The Muppets,2011,Adventure|Comedy|Family|Musical,88625922
Blade,1998,Action|Horror,70001065
Coach Carter,2005,Drama|Sport,67253092
Changing Lanes,2002,Drama|Thriller,66790248
Anaconda,1997,Action|Adventure|Horror|Thriller,65557989
Coyote Ugly,2000,Comedy|Drama|Music|Romance,60786269
Love Actually,2003,Comedy|Drama|Romance,59365105
A Bug's Life,1998,Adventure|Animation|Comedy|Family|Fantasy,162792677
From Hell,2001,Horror|Mystery|Thriller,31598308
The Specialist,1994,Action|Crime|Drama|Romance|Thriller,57362581
Tin Cup,1996,Comedy|Drama|Romance|Sport,53854588
Kicking & Screaming,2005,Comedy|Family|Romance|Sport,52580895
The Hitchhiker's Guide to the Galaxy,2005,Adventure|Comedy|Sci-Fi,51019112
Fat Albert,2004,Comedy|Family|Fantasy|Romance,48114556
Resident Evil: Extinction,2007,Action|Horror|Sci-Fi|Thriller,50648679
Blended,2014,Comedy|Romance,46280507
Last Holiday,2006,Adventure|Comedy|Drama,38360195
The River Wild,1994,Action|Adventure|Crime|Thriller,46815748
The Indian in the Cupboard,1995,Drama|Family|Fantasy,35617599
Savages,2012,Crime|Drama|Thriller,47307550
Cellular,2004,Action|Crime|Thriller,32003620
Johnny English,2003,Action|Adventure|Comedy,27972410
The Ant Bully,2006,Adventure|Animation|Comedy|Family|Fantasy,28133159
Dune,1984,Action|Adventure|Sci-Fi,27400000
Across the Universe,2007,Drama|Fantasy|Musical|Romance,24343673
Revolutionary Road,2008,Drama|Romance,22877808
16 Blocks,2006,Action|Crime|Drama|Thriller,36883539
Babylon A.D.,2008,Action|Adventure|Sci-Fi|Thriller,22531698
The Glimmer Man,1996,Action|Comedy|Crime|Drama|Thriller,20400913
Multiplicity,1996,Comedy|Romance|Sci-Fi,20101861
Aliens in the Attic,2009,Adventure|Comedy|Family|Fantasy|Sci-Fi,25200412
The Pledge,2001,Crime|Drama|Mystery|Thriller,19719930
The Producers,2005,Comedy|Musical,19377727
Dredd,2012,Action|Sci-Fi,13401683
The Phantom,1996,Action|Adventure|Comedy|Fantasy,17300889
All the Pretty Horses,2000,Drama|Romance|Western,15527125
Nixon,1995,Biography|Drama|History,13560960
The Ghost Writer,2010,Mystery|Thriller,15523168
Deep Rising,1998,Action|Adventure|Horror|Sci-Fi,11146409
Miracle at St. Anna,2008,Action|Crime|Drama|Thriller|War,7916887
Curse of the Golden Flower,2006,Drama|Romance,6565495
Bangkok Dangerous,2008,Action|Crime|Thriller,15279680
Big Trouble,2002,Comedy|Crime|Thriller,7262288
Love in the Time of Cholera,2007,Drama|Romance,4584886
Shadow Conspiracy,1997,Action|Thriller,2154540
Johnny English Reborn,2011,Action|Adventure|Comedy|Crime,8129455
Argo,2012,Biography|Drama|History|Thriller,136019448
The Fugitive,1993,Action|Adventure|Crime|Drama|Mystery|Thriller,183875760
The Bounty Hunter,2010,Action|Comedy|Romance,67061228
Sleepers,1996,Crime|Drama|Thriller,53300852
Rambo: First Blood Part II,1985,Action|Adventure|Thriller|War,150415432
The Juror,1996,Drama|Thriller,44834712
Pinocchio,1940,Animation|Family|Fantasy|Musical,84300000
Heaven's Gate,1980,Adventure|Drama|Western,1500000
Underworld: Evolution,2006,Action|Adventure|Fantasy|Sci-Fi|Thriller,62318875
Victor Frankenstein,2015,Drama|Horror|Sci-Fi|Thriller,5773519
Finding Forrester,2000,Drama,51768623
28 Days,2000,Comedy|Drama,37035515
Unleashed,2005,Action|Crime|Drama|Thriller,24520892
The Sweetest Thing,2002,Comedy|Romance,24430272
The Firm,1993,Drama|Mystery|Thriller,158348400
Charlie St. Cloud,2010,Drama|Fantasy|Romance,31136950
The Mechanic,2011,Action|Crime|Thriller,29113588
21 Jump Street,2012,Action|Comedy|Crime,138447667
Notting Hill,1999,Comedy|Drama|Romance,116006080
Chicken Run,2000,Adventure|Animation|Comedy|Drama|Family,106793915
Along Came Polly,2004,Comedy|Romance,87856565
Boomerang,1992,Comedy|Drama|Romance,70100000
The Heat,2013,Action|Comedy|Crime,159578352
Cleopatra,1963,Biography|Drama|History|Romance,57750000
Here Comes the Boom,2012,Action|Comedy|Sport,45290318
High Crimes,2002,Crime|Drama|Mystery|Thriller,41543207
The Mirror Has Two Faces,1996,Comedy|Drama|Romance,41252428
The Mothman Prophecies,2002,Drama|Horror|Mystery|Thriller,35228696
Brüno,2009,Comedy,59992760
Licence to Kill,1989,Action|Adventure|Thriller,34667015
Red Riding Hood,2011,Fantasy|Horror|Mystery|Thriller,37652565
15 Minutes,2001,Action|Crime|Drama|Thriller,24375436
Super Mario Bros.,1993,Adventure|Comedy|Family|Fantasy|Sci-Fi,20915465
Lord of War,2005,Crime|Drama|Thriller,24127895
Hero,2002,Action|Adventure|History,84961
One for the Money,2012,Action|Comedy|Crime|Romance|Thriller,26404753
The Interview,2014,Comedy,6105175
The Warrior's Way,2010,Action|Fantasy|Western,5664251
Micmacs,2009,Action|Comedy|Crime,1260917
8 Mile,2002,Drama|Music,116724075
A Knight's Tale,2001,Action|Adventure|Romance,56083966
The Medallion,2003,Action|Comedy|Fantasy,22108977
The Sixth Sense,1999,Drama|Mystery|Thriller,293501675
Man on a Ledge,2012,Action|Crime|Thriller,18600911
The Big Year,2011,Comedy,7204138
The Karate Kid,1984,Action|Drama|Family|Sport,90800000
American Hustle,2013,Crime|Drama,150117807
The Proposal,2009,Comedy|Drama|Romance,163947053
Double Jeopardy,1999,Crime|Mystery|Thriller,116735231
Back to the Future Part II,1989,Adventure|Comedy|Sci-Fi,118500000
Lucy,2014,Action|Sci-Fi|Thriller,126546825
Fifty Shades of Grey,2015,Drama|Romance,166147885
Spy Kids 3-D: Game Over,2003,Action|Adventure|Comedy|Family|Sci-Fi,111760631
A Time to Kill,1996,Crime|Drama|Thriller,108706165
Cheaper by the Dozen,2003,Comedy|Family,138614544
Lone Survivor,2013,Action|Biography|Drama|Thriller|War,125069696
A League of Their Own,1992,Comedy|Drama|Sport,107458785
The Conjuring 2,2016,Horror|Mystery|Thriller,102310175
The Social Network,2010,Biography|Drama,96917897
He's Just Not That Into You,2009,Comedy|Drama|Romance,93952276
Scary Movie 4,2006,Comedy,90703745
Scream 3,2000,Horror|Mystery,89138076
Back to the Future Part III,1990,Adventure|Comedy|Sci-Fi|Western,87666629
Get Hard,2015,Comedy|Crime,90353764
Bram Stoker's Dracula,1992,Fantasy|Horror|Romance,82522790
Julie & Julia,2009,Biography|Drama|Romance,94125426
42,2013,Biography|Drama|Sport,95001343
The Talented Mr. Ripley,1999,Crime|Drama|Thriller,81292135
Dumb and Dumber To,2014,Comedy,86208010
Eight Below,2006,Adventure|Drama|Family,81593527
The Intern,2015,Comedy|Drama,75274748
Ride Along 2,2016,Action|Comedy,90835030
The Last of the Mohicans,1992,Action|Adventure|Drama|Romance|War,72455275
Ray,2004,Biography|Drama|Music,75305995
Sin City,2005,Crime|Thriller,74098862
Vantage Point,2008,Crime|Drama|Mystery|Thriller,72266306
"I Love You, Man",2009,Comedy|Romance,71347010
Shallow Hal,2001,Comedy|Drama|Fantasy|Romance,70836296
JFK,1991,Drama|History|Thriller,70405498
Big Momma's House 2,2006,Comedy|Crime,70163652
The Mexican,2001,Adventure|Comedy|Crime|Romance,66808615
Unbroken,2014,Biography|Drama|Sport|War,115603980
17 Again,2009,Comedy|Drama|Family|Fantasy|Romance,64149837
The Other Woman,2014,Comedy|Romance,83906114
The Final Destination,2009,Horror,66466372
Bridge of Spies,2015,Drama|History|Thriller,72306065
Behind Enemy Lines,2001,Action|Drama|Thriller|War,59068786
Shall We Dance,2004,Comedy|Drama|Romance,57887882
Small Soldiers,1998,Action|Adventure|Comedy|Family|Sci-Fi,53955614
Spawn,1997,Action|Horror,54967359
The Count of Monte Cristo,2002,Action|Adventure|Drama|Romance|Thriller,54228104
The Lincoln Lawyer,2011,Crime|Drama|Thriller,57981889
Unknown,2011,Action|Mystery|Thriller,61094903
The Prestige,2006,Drama|Mystery|Sci-Fi|Thriller,53082743
Horrible Bosses 2,2014,Comedy|Crime,54414716
Escape from Planet Earth,2013,Adventure|Animation|Comedy|Family|Sci-Fi,57011847
Apocalypto,2006,Action|Adventure|Drama|Thriller,50859889
The Living Daylights,1987,Action|Adventure|Thriller,51185897
Predators,2010,Action|Adventure|Sci-Fi|Thriller,52000688
Legal Eagles,1986,Comedy|Crime|Romance,49851591
Secret Window,2004,Mystery|Thriller,47781388
The Lake House,2006,Drama|Fantasy|Romance,52320979
The Skeleton Key,2005,Horror|Mystery|Thriller,47806295
The Odd Life of Timothy Green,2012,Comedy|Drama|Family|Fantasy,51853450
Made of Honor,2008,Comedy|Romance,46012734
Jersey Boys,2014,Biography|Drama|Music|Musical,47034272
The Rainmaker,1997,Crime|Drama|Thriller,45856732
Gothika,2003,Horror|Mystery|Thriller,59588068
Amistad,1997,Drama|History,44175394
Medicine Man,1992,Adventure|Drama|Romance,45500797
Aliens vs. Predator: Requiem,2007,Action|Horror|Sci-Fi|Thriller,41797066
Ri¢hie Ri¢h,1994,Comedy|Family,38087756
Autumn in New York,2000,Drama|Romance,37752931
Paul,2011,Adventure|Comedy|Sci-Fi,37371385
The Guilt Trip,2012,Comedy|Drama,37101011
Scream 4,2011,Horror|Mystery,38176892
8MM,1999,Mystery|Thriller,36283504
The Doors,1991,Biography|Drama|Music|Musical,35183792
Sex Tape,2014,Comedy,38543473
Hanging Up,2000,Comedy|Drama,36037909
Final Destination 5,2011,Horror,42575718
Mickey Blue Eyes,1999,Comedy|Crime|Romance,33864342
Pay It Forward,2000,Drama,33508922
Fever Pitch,2005,Comedy|Drama|Romance|Sport,42071069
Drillbit Taylor,2008,Comedy|Drama,32853640
A Million Ways to Die in the West,2014,Comedy|Western,42615685
The Shadow,1994,Action|Adventure|Crime|Fantasy|Mystery|Thriller,32055248
Extremely Loud & Incredibly Close,2011,Adventure|Drama|Mystery,31836745
Morning Glory,2010,Comedy|Drama|Romance,30993544
Get Rich or Die Tryin',2005,Biography|Crime|Drama|Music,30981850
The Art of War,2000,Action|Adventure|Crime|Thriller,30199105
Rent,2005,Drama|Musical|Romance,29077547
Bless the Child,2000,Crime|Drama|Horror|Thriller,29374178
The Out-of-Towners,1999,Comedy,28535768
The Island of Dr. Moreau,1996,Horror|Sci-Fi|Thriller,27663982
The Musketeer,2001,Action|Adventure|Romance,27053815
The Other Boleyn Girl,2008,Biography|Drama|History|Romance,26814957
Sweet November,2001,Drama|Romance,25178165
The Reaping,2007,Horror|Thriller,25117498
Mean Streets,1973,Crime|Drama|Romance|Thriller,32645
Renaissance Man,1994,Comedy|Drama,24332324
Colombiana,2011,Action|Crime|Drama|Thriller,36665854
The Magic Sword: Quest for Camelot,1998,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,22717758
City by the Sea,2002,Crime|Drama|Mystery|Thriller,22433915
At First Sight,1999,Drama|Romance,22326247
Torque,2004,Action|Comedy|Crime,21176322
City Hall,1996,Drama|Thriller,20300000
Marie Antoinette,2006,Biography|Drama|History|Romance,15962471
Kiss of Death,1995,Action|Crime|Thriller,14942422
Get Carter,2000,Action|Crime|Drama|Thriller,14967182
The Impossible,2012,Drama|Thriller,18996755
Ishtar,1987,Action|Adventure|Comedy|Music|Thriller,14375181
Fantastic Mr. Fox,2009,Adventure|Animation|Comedy|Crime|Family,20999103
Life or Something Like It,2002,Comedy|Romance,14448589
Memoirs of an Invisible Man,1992,Comedy|Romance|Sci-Fi|Thriller,14358033
Amélie,2001,Comedy|Romance,33201661
New York Minute,2004,Comedy|Crime|Family|Romance,14018364
Alfie,2004,Comedy|Drama|Romance,13395939
Big Miracle,2012,Biography|Drama|Romance,20113965
The Deep End of the Ocean,1999,Drama,13376506
Feardotcom,2002,Crime|Horror|Thriller,13208023
Cirque du Freak: The Vampire's Assistant,2009,Action|Adventure|Fantasy|Thriller,13838130
Victor Frankenstein,2015,Drama|Horror|Sci-Fi|Thriller,5773519
Duplex,2003,Comedy,9652000
Raise the Titanic,1980,Action|Adventure|Drama|Thriller,7000000
Universal Soldier: The Return,1999,Action|Sci-Fi,10431220
Pandorum,2009,Action|Horror|Mystery|Sci-Fi|Thriller,10326062
Impostor,2001,Drama|Mystery|Sci-Fi|Thriller,6114237
Extreme Ops,2002,Action|Adventure|Thriller,4835968
Just Visiting,2001,Comedy|Fantasy|Sci-Fi,4777007
Sunshine,2007,Adventure|Sci-Fi|Thriller,3675072
A Thousand Words,2012,Comedy|Drama,18438149
Delgo,2008,Adventure|Animation|Comedy|Fantasy|Romance,511920
The Gunman,2015,Action|Crime|Drama|Mystery|Thriller,10640645
Alex Rider: Operation Stormbreaker,2006,Action|Adventure|Family|Thriller,652526
Disturbia,2007,Drama|Mystery|Thriller,80050171
Hackers,1995,Comedy|Crime|Drama|Thriller,7564000
The Hunting Party,2007,Adventure|Comedy|Drama|Romance|Thriller|War,876671
The Hudsucker Proxy,1994,Comedy|Fantasy,2869369
The Warlords,2007,Action|Drama|History|Romance|War,128978
Nomad: The Warrior,2005,Drama|History|War,77231
Snowpiercer,2013,Action|Drama|Sci-Fi|Thriller,4563029
The Crow,1994,Action|Drama|Fantasy,50693162
The Time Traveler's Wife,2009,Drama|Fantasy|Romance|Sci-Fi,63411478
The Fast and the Furious,2001,Action|Crime|Thriller,144512310
Frankenweenie,2012,Animation|Comedy|Family|Horror|Sci-Fi,35287788
Serenity,2005,Action|Adventure|Sci-Fi|Thriller,25335935
Against the Ropes,2004,Biography|Drama|Romance|Sport,5881504
Superman III,1983,Action|Comedy|Sci-Fi,60000000
Grudge Match,2013,Comedy|Sport,29802761
Red Cliff,2008,Action|Adventure|Drama|History|War,626809
Sweet Home Alabama,2002,Comedy|Romance,127214072
The Ugly Truth,2009,Comedy|Romance,88915214
Sgt. Bilko,1996,Comedy,30400000
Spy Kids 2: Island of Lost Dreams,2002,Action|Adventure|Comedy|Family|Sci-Fi,85570368
Star Trek: Generations,1994,Action|Adventure|Mystery|Sci-Fi|Thriller,75668868
The Grandmaster,2013,Action|Biography|Drama,6594136
Water for Elephants,2011,Drama|Romance,58700247
The Hurricane,1999,Biography|Drama|Sport,50668906
Enough,2002,Crime|Drama|Thriller,39177215
Heartbreakers,2001,Comedy|Crime|Romance,40334024
Paul Blart: Mall Cop 2,2015,Action|Comedy|Crime,71038190
Angel Eyes,2001,Drama|Romance,24044532
Joe Somebody,2001,Comedy|Drama,22770864
The Ninth Gate,1999,Mystery|Thriller,18653746
Extreme Measures,1996,Crime|Drama|Mystery|Thriller,17305211
Rock Star,2001,Drama|Music,16991902
Precious,2009,Drama,47536959
White Squall,1996,Adventure|Drama,10300000
