movie_title,title_year,genre,gross
Hop,2011,Adventure,108012170
300,2006,Fantasy,210592590
Meet the Fockers,2004,Comedy,279167575
Marley & Me,2008,Comedy,143151473
The Green Mile,1999,Mystery,136801374
Chicken Little,2005,Animation,135381507
Gone Girl,2014,Mystery,167735396
The Bourne Identity,2002,Thriller,121468960
GoldenEye,1995,Adventure,106635996
The General's Daughter,1999,Thriller,102678089
The Truman Show,1998,Sci-Fi,125603360
The Prince of Egypt,1998,Fantasy,101217900
Daddy Day Care,2003,Comedy,104148781
2 Guns,2013,Comedy,75573300
Cats & Dogs,2001,Fantasy,93375151
The Italian Job,2003,Action,106126012
Two Weeks Notice,2002,Comedy,93307796
Antz,1998,Comedy,90646554
Couples Retreat,2009,Comedy,109176215
Days of Thunder,1990,Action,82670733
Cheaper by the Dozen 2,2005,Family,82569532
The Scorch Trials,2015,Sci-Fi,81687587
Eat Pray Love,2010,Drama,80574010
The Family Man,2000,Comedy,75764085
RED,2010,Action,90356857
Any Given Sunday,1999,Drama,75530832
The Horse Whisperer,1998,Romance,75370763
Collateral,2004,Thriller,100003492
The Scorpion King,2002,Action,90341670
Ladder 49,2004,Thriller,74540762
Jack Reacher,2012,Action,80033643
Deep Blue Sea,1999,Sci-Fi,73648142
This Is It,2009,Documentary,71844424
Contagion,2011,Thriller,75638743
Kangaroo Jack,2003,Comedy,66734992
Coraline,2009,Family,75280058
The Happening,2008,Thriller,64505912
Man on Fire,2004,Thriller,77862546
The Shaggy Dog,2006,Family,61112916
Starsky & Hutch,2004,Comedy,88200225
Jingle All the Way,1996,Family,60573641
Hellboy,2004,Sci-Fi,59035104
A Civil Action,1998,Drama,56702901
ParaNorman,2012,Family,55994557
The Jackal,1997,Crime,54910560
Paycheck,2003,Action,53789313
Up Close & Personal,1996,Romance,51045801
The Tale of Despereaux,2008,Animation,50818750
The Tuxedo,2002,Comedy,50189179
Under Siege 2: Dark Territory,1995,Action,50024083
Jack Ryan: Shadow Recruit,2014,Drama,50549107
Joy,2015,Comedy,56443482
London Has Fallen,2016,Drama,62401264
Alien: Resurrection,1997,Horror,47748610
Shooter,2007,Action,46975183
The Boxtrolls,2014,Family,50807639
Practical Magic,1998,Fantasy,46611204
The Lego Movie,2014,Adventure,257756197
Miss Congeniality 2: Armed and Fabulous,2005,Crime,48472213
Reign of Fire,2002,Action,43060566
Gangster Squad,2013,Drama,45996718
Year One,2009,Adventure,43337279
Invictus,2009,Drama,37479778
Duplicity,2009,Romance,40559930
My Favorite Martian,1999,Comedy,36830057
The Sentinel,2006,Thriller,36279230
Planet 51,2009,Adventure,42194060
Star Trek: Nemesis,2002,Sci-Fi,43119879
Intolerable Cruelty,2003,Romance,35096190
Edge of Darkness,2010,Mystery,43290977
The Relic,1997,Sci-Fi,33927476
Analyze That,2002,Comedy,32122249
Righteous Kill,2008,Action,40076438
Mercury Rising,1998,Action,32940507
The Soloist,2009,Biography,31670931
The Legend of Bagger Vance,2000,Fantasy,30695227
Almost Famous,2000,Music,32522352
xXx: State of the Union,2005,Crime,26082914
Priest,2011,Thriller,29136626
Sinbad: Legend of the Seven Seas,2003,Adventure,26288320
Event Horizon,1997,Horror,26616590
The Avengers,2012,Sci-Fi,623279547
Dragonfly,2002,Fantasy,30063805
The Black Dahlia,2006,Crime,22518325
Flyboys,2006,Adventure,13082288
The Last Castle,2001,Thriller,18208078
Supernova,2000,Thriller,14218868
Winter's Tale,2014,Drama,22451
The Mortal Instruments: City of Bones,2013,Mystery,31165421
Meet Dave,2008,Romance,11802056
Dark Water,2005,Horror,25472967
Edtv,1999,Drama,22362500
Inkheart,2008,Fantasy,17281832
The Spirit,2008,Crime,19781879
Mortdecai,2015,Mystery,7605668
In the Name of the King: A Dungeon Siege Tale,2007,Action,4535117
Beyond Borders,2003,Romance,4426297
The Great Raid,2005,Drama,10166502
Deadpool,2016,Adventure,363024263
Holy Man,1998,Drama,12065985
American Sniper,2014,Biography,350123553
Goosebumps,2015,Adventure,80021740
Just Like Heaven,2005,Romance,48291624
The Flintstones in Viva Rock Vegas,2000,Sci-Fi,35231365
Rambo III,1988,Action,53715611
Leatherheads,2008,Sport,31199215
Did You Hear About the Morgans?,2009,Comedy,29580087
The Internship,2013,Comedy,44665963
Resident Evil: Afterlife,2010,Action,60128566
Red Tails,2012,History,49875589
The Devil's Advocate,1997,Mystery,60984028
That's My Boy,2012,Comedy,36931089
DragonHeart,1996,Action,51317350
After the Sunset,2004,Drama,28328132
Ghost Rider: Spirit of Vengeance,2011,Thriller,51774002
Captain Corelli's Mandolin,2001,War,25528495
The Pacifier,2005,Family,113006880
Walking Tall,2004,Crime,45860039
Forrest Gump,1994,Comedy,329691196
Alvin and the Chipmunks,2007,Family,217326336
Meet the Parents,2000,Comedy,166225040
Pocahontas,1995,Romance,141600000
Superman,1978,Action,134218018
The Nutty Professor,1996,Comedy,128769345
Hitch,2005,Comedy,177575142
George of the Jungle,1997,Action,105263257
American Wedding,2003,Romance,104354205
Captain Phillips,2013,Thriller,107100855
Date Night,2010,Romance,98711404
Casper,1995,Comedy,100328194
The Equalizer,2014,Action,101530738
Maid in Manhattan,2002,Drama,93815117
Crimson Tide,1995,Drama,91400000
The Pursuit of Happyness,2006,Drama,162586036
Flightplan,2005,Drama,89706988
Disclosure,1994,Thriller,83000000
City of Angels,1998,Romance,78745923
Kill Bill: Vol. 1,2003,Action,70098138
Bowfinger,1999,Comedy,66365290
Kill Bill: Vol. 2,2004,Crime,66207920
Tango & Cash,1989,Thriller,63408614
Death Becomes Her,1992,Fantasy,58422650
Shanghai Noon,2000,Adventure,56932305
Executive Decision,1996,Adventure,68750000
Mr. Popper's Penguins,2011,Family,68218041
The Forbidden Kingdom,2008,Fantasy,25040293
Free Birds,2013,Animation,55747724
Alien 3,1992,Sci-Fi,55473600
Evita,1996,Biography,49994804
Ronin,1998,Thriller,41609593
The Ghost and the Darkness,1996,Adventure,38553833
Paddington,2014,Fantasy,76137505
The Watch,2012,Sci-Fi,34350553
The Hunted,2003,Drama,34238611
Instinct,1999,Thriller,34098563
Stuck on You,2003,Comedy,33828318
Semi-Pro,2008,Sport,33472850
The Pirates! Band of Misfits,2012,Animation,31051126
Changeling,2008,Mystery,35707327
Chain Reaction,1996,Action,20550712
The Fan,1996,Drama,18573791
The Phantom of the Opera,2004,Musical,51225796
Elizabeth: The Golden Age,2007,Drama,16264475
Æon Flux,2005,Sci-Fi,25857987
Gods and Generals,2003,History,12870569
Turbulence,1997,Thriller,11466088
Imagine That,2009,Family,16088610
Muppets Most Wanted,2014,Family,51178893
Thunderbirds,2004,Sci-Fi,6768055
Burlesque,2010,Music,39440655
A Very Long Engagement,2004,Romance,6167817
Blade II,2002,Action,81645152
Seven Pounds,2008,Drama,69951824
Bullet to the Head,2012,Action,9483821
The Godfather: Part III,1990,Drama,66676062
Elizabethtown,2005,Comedy,26838389
"You, Me and Dupree",2006,Comedy,75604320
Superman II,1980,Romance,108200000
Gigli,2003,Comedy,5660084
All the King's Men,2006,Drama,7221458
Shaft,2000,Thriller,70327868
Anastasia,1997,Fantasy,58297830
Moulin Rouge!,2001,Musical,57386369
Domestic Disturbance,2001,Thriller,45207112
Black Mass,2015,Crime,62563543
Flags of Our Fathers,2006,Drama,33574332
Law Abiding Citizen,2009,Crime,73343413
Grindhouse,2007,Horror,25031037
Beloved,1998,Drama,22843047
Lucky You,2007,Drama,5755286
Catch Me If You Can,2002,Biography,164435221
Zero Dark Thirty,2012,Drama,95720716
The Break-Up,2006,Drama,118683135
Mamma Mia!,2008,Musical,143704210
Valentine's Day,2010,Comedy,110476776
The Dukes of Hazzard,2005,Action,80270227
The Thin Red Line,1998,Drama,36385763
The Change-Up,2011,Fantasy,37035845
Man on the Moon,1999,Drama,34580635
Casino,1995,Biography,42438300
From Paris with Love,2010,Thriller,23324666
Bulletproof Monk,2003,Action,23020488
"Me, Myself & Irene",2000,Comedy,90567722
Barnyard,2006,Animation,72601713
The Twilight Saga: New Moon,2009,Fantasy,296623634
Shrek,2001,Adventure,267652016
The Adjustment Bureau,2011,Romance,62453315
Robin Hood: Prince of Thieves,1991,Romance,165500000
Jerry Maguire,1996,Sport,153620822
Ted,2012,Fantasy,218628680
As Good as It Gets,1997,Comedy,147637474
Patch Adams,1998,Drama,135014968
Anchorman 2: The Legend Continues,2013,Comedy,2175312
Mr. Deeds,2002,Comedy,126203320
Super 8,2011,Sci-Fi,126975169
Erin Brockovich,2000,Drama,125548685
How to Lose a Guy in 10 Days,2003,Romance,105807520
22 Jump Street,2014,Crime,191616238
Interview with the Vampire: The Vampire Chronicles,1994,Horror,105264608
Yes Man,2008,Comedy,97680195
Central Intelligence,2016,Comedy,126088877
Stepmom,1998,Comedy,91030827
Daddy's Home,2015,Family,150315155
Into the Woods,2014,Adventure,127997349
Inside Man,2006,Mystery,88504640
Payback,1999,Drama,81517441
Congo,1995,Mystery,81022333
Knowing,2009,Thriller,79948113
Failure to Launch,2006,Comedy,88658172
"Crazy, Stupid, Love.",2011,Romance,84244877
Garfield,2004,Comedy,75367693
Christmas with the Kranks,2004,Family,73701902
Moneyball,2011,Biography,75605492
Outbreak,1995,Thriller,67823573
Non-Stop,2014,Mystery,91439400
Race to Witch Mountain,2009,Thriller,67128202
V for Vendetta,2005,Action,70496802
Shanghai Knights,2003,Action,60470220
Curious George,2006,Adventure,58336565
Herbie Fully Loaded,2005,Sport,66002004
Don't Say a Word,2001,Crime,54997476
Hansel & Gretel: Witch Hunters,2013,Horror,55682070
Unfaithful,2002,Thriller,52752475
I Am Number Four,2011,Action,55092830
Syriana,2005,Drama,50815288
13 Hours,2016,Drama,52822418
The Book of Life,2014,Family,50150619
Firewall,2006,Crime,48745150
Absolute Power,1997,Thriller,50007168
G.I. Jane,1997,Action,48154732
The Game,1997,Thriller,48265581
Silent Hill,2006,Mystery,46982632
The Replacements,2000,Comedy,44737059
American Reunion,2012,Comedy,56724080
The Negotiator,1998,Mystery,44484065
Into the Storm,2014,Action,47553512
Beverly Hills Cop III,1994,Thriller,42610000
Gremlins 2: The New Batch,1990,Horror,41482207
The Judge,2014,Crime,47105085
The Peacemaker,1997,Thriller,41256277
Resident Evil: Apocalypse,2004,Sci-Fi,50740078
Bridget Jones: The Edge of Reason,2004,Comedy,40203020
Out of Time,2003,Thriller,40905277
On Deadly Ground,1994,Thriller,38590500
The Adventures of Sharkboy and Lavagirl 3-D,2005,Adventure,39177541
The Beach,2000,Drama,39778599
Raising Helen,2004,Drama,37486138
Ninja Assassin,2009,Action,38105077
For Love of the Game,1999,Sport,35168395
Striptease,1996,Thriller,32800000
Marmaduke,2010,Comedy,33643461
Hereafter,2010,Drama,32741596
Murder by Numbers,2002,Crime,31874869
Assassins,1995,Crime,30306268
Hannibal Rising,2007,Drama,27667947
The Story of Us,1999,Romance,27067160
The Host,2013,Action,26616999
Basic,2003,Thriller,26536120
Blood Work,2002,Drama,26199517
The International,2009,Drama,25450527
Escape from L.A.,1996,Adventure,25407250
The Iron Giant,1999,Comedy,23159305
The Life Aquatic with Steve Zissou,2004,Drama,24006726
Free State of Jones,2016,Biography,20389967
The Life of David Gale,2003,Thriller,19593740
Man of the House,2005,Comedy,19118247
Run All Night,2015,Action,26442251
Eastern Promises,2007,Mystery,17114882
Into the Blue,2005,Thriller,18472363
The Messenger: The Story of Joan of Arc,1999,History,14131298
Your Highness,2011,Fantasy,21557240
Dream House,2011,Drama,21283440
Mad City,1997,Drama,10556196
Baby's Day Out,1994,Crime,16671505
The Scarlet Letter,1995,Romance,10400000
Fair Game,2010,Biography,9528092
Domino,2005,Action,10137232
Jade,1995,Drama,9795017
Gamer,2009,Thriller,20488579
Beautiful Creatures,2013,Romance,19445217
Death to Smoochy,2002,Comedy,8355815
Zoolander 2,2016,Comedy,28837115
The Big Bounce,2004,Comedy,6471394
What Planet Are You From?,2000,Sci-Fi,6291602
Drive Angry,2011,Thriller,10706786
Street Fighter: The Legend of Chun-Li,2009,Crime,8742261
The One,2001,Action,43905746
The Adventures of Ford Fairlane,1990,Action,21413502
Traffic,2000,Thriller,124107476
Indiana Jones and the Last Crusade,1989,Action,197171806
Chappie,2015,Action,31569268
The Bone Collector,1999,Mystery,66488090
Panic Room,2002,Drama,95308367
Three Kings,1999,Adventure,60652036
Child 44,2015,Thriller,1206135
Rat Race,2001,Adventure,56607223
K-PAX,2001,Drama,50173190
Kate & Leopold,2001,Comedy,47095453
Bedazzled,2000,Romance,37879996
The Cotton Club,1984,Drama,25900000
3:10 to Yuma,2007,Adventure,53574088
Taken 3,2014,Action,89253340
Out of Sight,1998,Thriller,37339525
The Cable Guy,1996,Comedy,60154431
Dick Tracy,1990,Crime,103738726
The Thomas Crown Affair,1999,Crime,69304264
Riding in Cars with Boys,2001,Comedy,29781453
Happily N'Ever After,2006,Adventure,15519841
Mary Reilly,1996,Drama,5600000
My Best Friend's Wedding,1997,Comedy,126805112
America's Sweethearts,2001,Romance,93607673
Insomnia,2002,Thriller,67263182
Star Trek: First Contact,1996,Sci-Fi,92001027
Jonah Hex,2010,Fantasy,10539414
Courage Under Fire,1996,Action,58918501
Liar Liar,1997,Comedy,181395380
The Flintstones,1994,Comedy,130512915
Taken 2,2012,Thriller,139852971
Scary Movie 3,2003,Comedy,110000082
Miss Congeniality,2000,Romance,106807667
Journey to the Center of the Earth,2008,Adventure,101702060
The Princess Diaries 2: Royal Engagement,2004,Family,95149435
The Pelican Brief,1993,Mystery,100768056
The Client,1994,Drama,92115211
The Bucket List,2007,Drama,93452056
Patriot Games,1992,Thriller,83287363
Monster-in-Law,2005,Romance,82931301
Prisoners,2013,Mystery,60962878
Training Day,2001,Thriller,76261036
Galaxy Quest,1999,Sci-Fi,71423726
Scary Movie 2,2001,Comedy,71277420
The Muppets,2011,Musical,88625922
Blade,1998,Horror,70001065
Coach Carter,2005,Drama,67253092
Changing Lanes,2002,Drama,66790248
Anaconda,1997,Adventure,65557989
Coyote Ugly,2000,Drama,60786269
Love Actually,2003,Drama,59365105
A Bug's Life,1998,Fantasy,162792677
From Hell,2001,Thriller,31598308
The Specialist,1994,Crime,57362581
Tin Cup,1996,Comedy,53854588
Kicking & Screaming,2005,Romance,52580895
The Hitchhiker's Guide to the Galaxy,2005,Adventure,51019112
Fat Albert,2004,Romance,48114556
Resident Evil: Extinction,2007,Horror,50648679
Blended,2014,Comedy,46280507
Last Holiday,2006,Adventure,38360195
The River Wild,1994,Crime,46815748
The Indian in the Cupboard,1995,Drama,35617599
Savages,2012,Drama,47307550
Cellular,2004,Crime,32003620
Johnny English,2003,Adventure,27972410
The Ant Bully,2006,Family,28133159
Dune,1984,Adventure,27400000
Across the Universe,2007,Drama,24343673
Revolutionary Road,2008,Drama,22877808
16 Blocks,2006,Drama,36883539
Babylon A.D.,2008,Sci-Fi,22531698
The Glimmer Man,1996,Comedy,20400913
Multiplicity,1996,Sci-Fi,20101861
Aliens in the Attic,2009,Sci-Fi,25200412
The Pledge,2001,Mystery,19719930
The Producers,2005,Musical,19377727
Dredd,2012,Action,13401683
The Phantom,1996,Comedy,17300889
All the Pretty Horses,2000,Western,15527125
Nixon,1995,Drama,13560960
The Ghost Writer,2010,Mystery,15523168
Deep Rising,1998,Horror,11146409
Miracle at St. Anna,2008,War,7916887
Curse of the Golden Flower,2006,Drama,6565495
Bangkok Dangerous,2008,Crime,15279680
Big Trouble,2002,Crime,7262288
Love in the Time of Cholera,2007,Romance,4584886
Shadow Conspiracy,1997,Thriller,2154540
Johnny English Reborn,2011,Crime,8129455
Argo,2012,Biography,136019448
The Fugitive,1993,Thriller,183875760
The Bounty Hunter,2010,Action,67061228
Sleepers,1996,Crime,53300852
Rambo: First Blood Part II,1985,Action,150415432
The Juror,1996,Thriller,44834712
Pinocchio,1940,Fantasy,84300000
Heaven's Gate,1980,Western,1500000
Underworld: Evolution,2006,Fantasy,62318875
Victor Frankenstein,2015,Thriller,5773519
Finding Forrester,2000,Drama,51768623
28 Days,2000,Comedy,37035515
Unleashed,2005,Drama,24520892
The Sweetest Thing,2002,Romance,24430272
The Firm,1993,Thriller,158348400
Charlie St. Cloud,2010,Fantasy,31136950
The Mechanic,2011,Crime,29113588
21 Jump Street,2012,Action,138447667
Notting Hill,1999,Drama,116006080
Chicken Run,2000,Animation,106793915
Along Came Polly,2004,Comedy,87856565
Boomerang,1992,Drama,70100000
The Heat,2013,Crime,159578352
Cleopatra,1963,Drama,57750000
Here Comes the Boom,2012,Sport,45290318
High Crimes,2002,Mystery,41543207
The Mirror Has Two Faces,1996,Drama,41252428
The Mothman Prophecies,2002,Horror,35228696
Brüno,2009,Comedy,59992760
Licence to Kill,1989,Thriller,34667015
Red Riding Hood,2011,Horror,37652565
15 Minutes,2001,Crime,24375436
Super Mario Bros.,1993,Fantasy,20915465
Lord of War,2005,Thriller,24127895
Hero,2002,Adventure,84961
One for the Money,2012,Comedy,26404753
The Interview,2014,Comedy,6105175
The Warrior's Way,2010,Action,5664251
Micmacs,2009,Action,1260917
8 Mile,2002,Music,116724075
A Knight's Tale,2001,Action,56083966
The Medallion,2003,Action,22108977
The Sixth Sense,1999,Mystery,293501675
Man on a Ledge,2012,Thriller,18600911
The Big Year,2011,Comedy,7204138
The Karate Kid,1984,Action,90800000
American Hustle,2013,Crime,150117807
The Proposal,2009,Drama,163947053
Double Jeopardy,1999,Crime,116735231
Back to the Future Part II,1989,Sci-Fi,118500000
Lucy,2014,Thriller,126546825
Fifty Shades of Grey,2015,Drama,166147885
Spy Kids 3-D: Game Over,2003,Family,111760631
A Time to Kill,1996,Drama,108706165
Cheaper by the Dozen,2003,Comedy,138614544
Lone Survivor,2013,Action,125069696
A League of Their Own,1992,Drama,107458785
The Conjuring 2,2016,Mystery,102310175
The Social Network,2010,Drama,96917897
He's Just Not That Into You,2009,Drama,93952276
Scary Movie 4,2006,Comedy,90703745
Scream 3,2000,Horror,89138076
Back to the Future Part III,1990,Western,87666629
Get Hard,2015,Comedy,90353764
Bram Stoker's Dracula,1992,Horror,82522790
Julie & Julia,2009,Biography,94125426
42,2013,Drama,95001343
The Talented Mr. Ripley,1999,Thriller,81292135
Dumb and Dumber To,2014,Comedy,86208010
Eight Below,2006,Adventure,81593527
The Intern,2015,Drama,75274748
Ride Along 2,2016,Comedy,90835030
The Last of the Mohicans,1992,Drama,72455275
Ray,2004,Drama,75305995
Sin City,2005,Crime,74098862
Vantage Point,2008,Thriller,72266306
"I Love You, Man",2009,Romance,71347010
Shallow Hal,2001,Romance,70836296
JFK,1991,History,70405498
Big Momma's House 2,2006,Comedy,70163652
The Mexican,2001,Adventure,66808615
Unbroken,2014,War,115603980
17 Again,2009,Fantasy,64149837
The Other Woman,2014,Comedy,83906114
The Final Destination,2009,Horror,66466372
Bridge of Spies,2015,Thriller,72306065
Behind Enemy Lines,2001,Drama,59068786
Shall We Dance,2004,Romance,57887882
Small Soldiers,1998,Comedy,53955614
Spawn,1997,Action,54967359
The Count of Monte Cristo,2002,Adventure,54228104
The Lincoln Lawyer,2011,Drama,57981889
Unknown,2011,Action,61094903
The Prestige,2006,Mystery,53082743
Horrible Bosses 2,2014,Comedy,54414716
Escape from Planet Earth,2013,Adventure,57011847
Apocalypto,2006,Thriller,50859889
The Living Daylights,1987,Action,51185897
Predators,2010,Action,52000688
Legal Eagles,1986,Romance,49851591
Secret Window,2004,Mystery,47781388
The Lake House,2006,Drama,52320979
The Skeleton Key,2005,Thriller,47806295
The Odd Life of Timothy Green,2012,Comedy,51853450
Made of Honor,2008,Romance,46012734
Jersey Boys,2014,Music,47034272
The Rainmaker,1997,Drama,45856732
Gothika,2003,Thriller,59588068
Amistad,1997,History,44175394
Medicine Man,1992,Romance,45500797
Aliens vs. Predator: Requiem,2007,Horror,41797066
Ri¢hie Ri¢h,1994,Family,38087756
Autumn in New York,2000,Romance,37752931
Paul,2011,Comedy,37371385
The Guilt Trip,2012,Comedy,37101011
Scream 4,2011,Mystery,38176892
8MM,1999,Mystery,36283504
The Doors,1991,Music,35183792
Sex Tape,2014,Comedy,38543473
Hanging Up,2000,Drama,36037909
Final Destination 5,2011,Horror,42575718
Mickey Blue Eyes,1999,Romance,33864342
Pay It Forward,2000,Drama,33508922
Fever Pitch,2005,Sport,42071069
Drillbit Taylor,2008,Comedy,32853640
A Million Ways to Die in the West,2014,Western,42615685
The Shadow,1994,Adventure,32055248
Extremely Loud & Incredibly Close,2011,Mystery,31836745
Morning Glory,2010,Drama,30993544
Get Rich or Die Tryin',2005,Biography,30981850
The Art of War,2000,Adventure,30199105
Rent,2005,Drama,29077547
Bless the Child,2000,Drama,29374178
The Out-of-Towners,1999,Comedy,28535768
The Island of Dr. Moreau,1996,Sci-Fi,27663982
The Musketeer,2001,Action,27053815
The Other Boleyn Girl,2008,Drama,26814957
Sweet November,2001,Drama,25178165
The Reaping,2007,Thriller,25117498
Mean Streets,1973,Drama,32645
Renaissance Man,1994,Comedy,24332324
Colombiana,2011,Crime,36665854
The Magic Sword: Quest for Camelot,1998,Family,22717758
City by the Sea,2002,Thriller,22433915
At First Sight,1999,Drama,22326247
Torque,2004,Comedy,21176322
City Hall,1996,Drama,20300000
Marie Antoinette,2006,Drama,15962471
Kiss of Death,1995,Thriller,14942422
Get Carter,2000,Drama,14967182
The Impossible,2012,Thriller,18996755
Ishtar,1987,Action,14375181
Fantastic Mr. Fox,2009,Crime,20999103
Life or Something Like It,2002,Romance,14448589
Memoirs of an Invisible Man,1992,Comedy,14358033
Amélie,2001,Comedy,33201661
New York Minute,2004,Comedy,14018364
Alfie,2004,Romance,13395939
Big Miracle,2012,Romance,20113965
The Deep End of the Ocean,1999,Drama,13376506
Feardotcom,2002,Thriller,13208023
Cirque du Freak: The Vampire's Assistant,2009,Fantasy,13838130
Victor Frankenstein,2015,Horror,5773519
Duplex,2003,Comedy,9652000
Raise the Titanic,1980,Adventure,7000000
Universal Soldier: The Return,1999,Action,10431220
Pandorum,2009,Action,10326062
Impostor,2001,Mystery,6114237
Extreme Ops,2002,Thriller,4835968
Just Visiting,2001,Fantasy,4777007
Sunshine,2007,Thriller,3675072
A Thousand Words,2012,Drama,18438149
Delgo,2008,Adventure,511920
The Gunman,2015,Action,10640645
Alex Rider: Operation Stormbreaker,2006,Adventure,652526
Disturbia,2007,Drama,80050171
Hackers,1995,Thriller,7564000
The Hunting Party,2007,Thriller,876671
The Hudsucker Proxy,1994,Fantasy,2869369
The Warlords,2007,History,128978
Nomad: The Warrior,2005,War,77231
Snowpiercer,2013,Thriller,4563029
The Crow,1994,Fantasy,50693162
The Time Traveler's Wife,2009,Fantasy,63411478
The Fast and the Furious,2001,Crime,144512310
Frankenweenie,2012,Horror,35287788
Serenity,2005,Thriller,25335935
Against the Ropes,2004,Romance,5881504
Superman III,1983,Sci-Fi,60000000
Grudge Match,2013,Comedy,29802761
Red Cliff,2008,History,626809
Sweet Home Alabama,2002,Romance,127214072
The Ugly Truth,2009,Romance,88915214
Sgt. Bilko,1996,Comedy,30400000
Spy Kids 2: Island of Lost Dreams,2002,Action,85570368
Star Trek: Generations,1994,Thriller,75668868
The Grandmaster,2013,Drama,6594136
Water for Elephants,2011,Romance,58700247
The Hurricane,1999,Drama,50668906
Enough,2002,Crime,39177215
Heartbreakers,2001,Crime,40334024
Paul Blart: Mall Cop 2,2015,Action,71038190
Angel Eyes,2001,Drama,24044532
Joe Somebody,2001,Comedy,22770864
The Ninth Gate,1999,Thriller,18653746
Extreme Measures,1996,Thriller,17305211
Rock Star,2001,Drama,16991902
Precious,2009,Drama,47536959
White Squall,1996,Adventure,10300000
The Thing,1982,Mystery,13782838
Riddick,2013,Action,41997790
Switchback,1997,Mystery,6482195
Texas Rangers,2001,Action,623374
City of Ember,2008,Family,7871693
The Master,2012,Drama,16377274
The Express,2008,Drama,9589875
The 5th Wave,2016,Thriller,34912982
Creed,2015,Sport,109712885
The Town,2010,Thriller,92173235
What to Expect When You're Expecting,2012,Comedy,41102171
Burn After Reading,2008,Drama,60338891
Nim's Island,2008,Adventure,48006503
Rush,2013,Action,26903709
Magnolia,1999,Drama,22450975
Cop Out,2010,Crime,44867349
How to Be Single,2016,Romance,46813366
Dolphin Tale,2011,Drama,72279690
Twilight,2008,Romance,191449475
John Q,2002,Thriller,71026631
Blue Streak,1999,Thriller,68208190
We're the Millers,2013,Comedy,150368971
Breakdown,1997,Thriller,50129186
Never Say Never Again,1983,Action,55500000
Hot Tub Time Machine,2010,Sci-Fi,50213619
Dolphin Tale 2,2014,Family,42019483
Reindeer Games,2000,Family,23360779
A Man Apart,2003,Action,26183197
Aloha,2015,Drama,20991497
Ghosts of Mississippi,1996,Drama,13052741
Snow Falling on Cedars,1999,Drama,14378353
The Rite,2011,Mystery,33037754
Gattaca,1997,Drama,12339633
Isn't She Great,2000,Biography,2954405
Space Chimps,2008,Animation,30105968
Head of State,2003,Comedy,37788228
The Hangover,2009,Comedy,277313371
Ip Man 3,2015,History,2126511
Austin Powers: The Spy Who Shagged Me,1999,Comedy,205399422
Batman,1989,Action,251188924
There Be Dragons,2011,War,1068392
Lethal Weapon 3,1992,Crime,144731527
The Blind Side,2009,Biography,255950375
Spy Kids,2001,Adventure,112692062
Horrible Bosses,2011,Crime,117528646
True Grit,2010,Adventure,171031347
The Devil Wears Prada,2006,Comedy,124732962
Star Trek: The Motion Picture,1979,Mystery,82300000
Identity Thief,2013,Comedy,134455175
Cape Fear,1991,Thriller,79100000
21,2008,Thriller,81159365
Trainwreck,2015,Romance,110008260
Guess Who,2005,Comedy,67962333
The English Patient,1996,War,78651430
L.A. Confidential,1997,Crime,64604977
Sky High,2005,Comedy,63939454
In & Out,1997,Comedy,63826569
Species,1995,Thriller,60054449
A Nightmare on Elm Street,1984,Horror,26505000
The Cell,2000,Horror,61280963
The Man in the Iron Mask,1998,Action,56876365
Secretariat,2010,Sport,59699513
TMNT,2007,Comedy,54132596
Radio,2003,Sport,52277485
Friends with Benefits,2011,Comedy,55802754
Neighbors 2: Sorority Rising,2016,Comedy,55291815
Saving Mr. Banks,2013,History,83299761
Malcolm X,1992,History,48169908
This Is 40,2012,Comedy,67523385
Old Dogs,2009,Comedy,49474048
Underworld: Rise of the Lycans,2009,Fantasy,45802315
License to Wed,2007,Comedy,43792641
The Benchwarmers,2006,Sport,57651794
Must Love Dogs,2005,Romance,43894863
Donnie Brasco,1997,Crime,41954997
Resident Evil,2002,Horror,39532308
Poltergeist,1982,Fantasy,76600000
The Ladykillers,2004,Comedy,39692139
Max Payne,2008,Crime,40687294
In Time,2011,Thriller,37553932
The Back-up Plan,2010,Comedy,37481242
Something Borrowed,2011,Comedy,39026186
Black Knight,2001,Adventure,33422806
Street Fighter,1994,Action,33423521
The Pianist,2002,War,32519322
From Hell,2001,Thriller,31598308
The Nativity Story,2006,Drama,37617947
House of Wax,2005,Horror,32048809
Closer,2004,Drama,33987757
J. Edgar,2011,Drama,37304950
Mirrors,2008,Horror,30691439
Queen of the Damned,2002,Horror,30307804
Predator 2,1990,Sci-Fi,30669413
Untraceable,2008,Crime,28687835
Blast from the Past,1999,Comedy,26494611
Jersey Girl,2004,Comedy,25266129
Alex Cross,2012,Thriller,25863915
Midnight in the Garden of Good and Evil,1997,Mystery,25078937
Nanny McPhee Returns,2010,Fantasy,28995450
Hoffa,1992,Biography,24276500
The X Files: I Want to Believe,2008,Drama,20981633
Ella Enchanted,2004,Fantasy,22913677
Concussion,2015,Drama,34531832
Abduction,2011,Thriller,28064226
Valiant,2005,Adventure,19447478
Wonder Boys,2000,Drama,19389454
Superhero Movie,2008,Sci-Fi,25871834
Broken City,2013,Thriller,19692608
Cursed,2005,Comedy,19294901
Premium Rush,2012,Action,20275446
Hot Pursuit,2015,Comedy,34507079
The Four Feathers,2002,Romance,18306166
